act,act_canonical,category
2506,Act 3(4) and Section 4 of S C and  ST  (Prevantion of atrocities) Act 1989,Other
2510,Act U/s,Other
2515,Actquaries Act,Other
2516,Actquaries Act 2006,Other
2518,Additional Duties of Excise (Goods of Special Importance) Act,Other
2520,Additional Duties of Excise (Textiles and Textile Articles) Act,Other
2524,Additional Emoluments (Compulsory Deposit) Act,Other
2530,Administrative Tribunal (Amendment) Act,Other
2531,Administrative Tribunal (Amendment) Act 1986,Other
2534,Administrative Tribunals Act,Other
2537,AdministrativeTribunalsAct,Other
2540,Administrators-General Act,Other
2542,AdministratorsGeneralAct,Other
2544,Admiralty Court Act 1861,Other
2556,Advocates Act,Other
2563,AdvocatesAct,Other
2565,Advocates’ Welfare Fund Act,Other
2569,African Development Fund Act,Other
2579,Agricultural Income Tax Act,Other
2582,Agricultural Produce (Grading and Marking) Act,Other
2584,"Agricultural Produce (Grading and Marking) Act, 1937",Other
2595,"Agricultural and Processed Food Products Export   Development Authority Act, 1985",Other
2596,"Agricultural and Processed Food Products Export   Development Authority Act, 1985 1986",Other
2599,AgriculturalProduce(GradingandMarking)Act,Other
2600,AgriculturalProduceCessAct,Other
2605,Agriculturists' Loans Act,Other
2608,AgriculturistsLoansAct,Other
2613,Air (Prevention and Control of Pollution) Act 1981,Other
2614,Air (Prevention and Control of Pollution) Amendment Act,Other
2622,Air Force Act 1951,Other
2633,Air(PreventionandControlofPollution)AmendmentAct,Other
2636,AirCorporations(TransferofUndertakingsandRepeal)Act,Other
2641,AircraftAct,Other
2658,All,Other
2660,"All India Council for Technical Education Act, 1987",Other
2669,All India Services Act 1951,Other
2672,All-India Council for Technical  Education Act,Other
2674,All-India Institute of Medical Sciences Act,Other
2677,All-India Services Act,Other
2678,All-India Services Regulations (Indemnity) Act,Other
2681,All-IndiaCouncilforTechnicalEducationAct,Other
2682,All-IndiaInstituteofMedicalSciencesAct,Other
2683,All-IndiaServicesAct,Other
2684,All-IndiaServicesRegulations(Indemnity)Act,Other
2697,Amending Act  -1901,Other
2698,Amending Act  -1901 1901,Other
2705,AmendingAct,Other
2710,Amritsar Oil Works (Acquisition and Transfer of  Undertakings) Act 1982,Other
2723,Ancient Monuments and Archaeological Sites and Remains Act 1958,Other
2734,Andhra Pradesh and Madras (Alteration of  Boundaries) Act,Other
2761,Animal Preservation Act ( Maharashtra ),Other
2764,Animal Rights,Other
2780,Anti Social activities(Prevention) Act 2007 (Kerala),Other
2783,Anti-Apartheid (United Nations Convention) Act,Other
2784,Anti-Corruption Laws (Amendment) Act,Other
2786,Anti-CorruptionLaws(Amendment)Act,Other
2788,Anti-HijackingAct,Other
2791,"AntiCorruption Laws (Amendment) Act, 1967",Other
2818,Appeal U/s 96 R/w Order XLI Rule 1 of C.P.C,Other
2840,Appl.U/S 449 OF C.P.C.,Other
2849,Application U/S 285 OF K.M.Act 1964,Other
2874,"Arbitration & Conciliation Act, 1996\",Other
2878,Arbitration Act,Other
2888,Arbitration and Conciliation Act 1940\,Other
2889,Arbitration and Conciliation Act 1996,Other
2897,Arbitration applications U/S 9\,Other
2900,Arbitration petitions and Objections\,Other
2921,ArmedForces(EmergencyDuties)Act,Other
2922,ArmedForces(SpecialPowers)Act,Other
2923,Arms Act,Other
2926,Arms Act 1959,Other
2935,ArmsAct,Other
2938,Army Act 1951,Other
2946,Arya Marriage Validation Act 1937,Other
3022,Assam Municipal (Manipur Amendment) Act,Other
3072,Assam land and grabbing prohibition act,Other
3076,AssamRiflesAct,Other
3087,AurovilleFoundationAct,Other
3089,AuthoritativeTexts(CentralLaws)Act,Other
3094,Await record,Other
3101,B P Act,Other
3128,"BANKERSÃ¢â‚¬â„¢ BOOK EVIDENCE ACT, 1891",Other
3134,"BANKING REGULATION ACT, 1949 ALONG WITH ALLIED RULES",Other
3141,"BENAMI TRANSACTIONS (PROHIBITION) ACT, 1988",Other
3154,"BHhoodan Yagna (Amendment )Act,(Bihar)",Other
3184,BIRTH AND DEATH ACT,Other
3268,"BUREAU OF INDIAN STANDARDS ACT,1986",Other
3270,Babasaheb Bhimrao Ambedkar University Act,Other
3273,"Baihar Spiced Counrty Spirt(Manufacture and Sale )Rules,1976",Other
3277,Balance,Other
3289,Bankers Book of Evidence Act,Other
3290,Bankers' Books Evidence Act,Other
3292,BankersBooksEvidenceAct,Other
3293,Banking Companies (Acquisition and Transfer of Undertakings)  Act,Other
3294,Banking Companies (Acquisition and Transfer of Undertakings)  Act 1970,Other
3297,Banking Companies Act 1949,Other
3298,Banking Laws (Amendment) Act,Other
3299,Banking Laws (Application to Co-operative Societies) Act,Other
3301,Banking Regulation Act,Other
3303,Banking Regulations Act 1949,Other
3304,BankingCompanies(AcquisitionandTransferofUndertakings)Act,Other
3307,BankingRegulationAct,Other
3313,Beedi Workers Welfare Cess Act,Other
3317,Beedi and Cigar Workers (Conditions of Employment) Act 1966,Other
3321,BeediWorkersWelfareCessAct,Other
3322,BeediWorkersWelfareFundAct,Other
3323,BeediandCigarWorkers(ConditionsofEmployment)AmendmentAct,Other
3334,"Benami Transactions and Prohibition Act, 1988",Other
3370,Bengal Land Revenue Sales Act,Other
3397,Bhiksha Vritti Nivaran Adhiniyam 1973,Other
3585,"Bill of Lading Act, 1856",Other
3589,BiologicalDiversityAct,Other
3601,Birth and Death Registration Act,Other
3607,Births,Other
3608,"Births, Deaths and Marriage Registration Act, 1886",Other
3609,"Births, Deaths and Marriages Registration Act",Other
3634,"Bombay & Gujrat Entertainment Tax Act,1977",Other
3636,Bombay Agricultural Debters Relief Act 1947,Other
3650,Bombay Electricity Duty Act1958,Other
3654,"Bombay Industrial Relation Act, 1946",Other
3660,Bombay Labour Welfare Fund Act,Other
3668,Bombay Lottery Act,Other
3669,Bombay Municipal Corporation Act.,Other
3672,Bombay Police Act,Other
3677,Bombay Prohibition Act 1949,Other
3678,Bombay Provincial Muncipal Corporation Act 1949,Other
3679,"Bombay Provincial Municipal Corporation Act, 1949",Other
3683,Bombay Publice Trust Act 1950,Other
3684,"Bombay Regulation Act,1827",Other
3692,Bombay Sales Act 1959,Other
3713,Bombay Village Panchayat Act (1974),Other
3723,Bonus Act  \,Other
3728,BorderSecurityForceAct,Other
3730,"Borstal School Act, 1961 (Kerala)",Other
3731,Boundaries,Other
3771,"Building Tax Act, 1975 (Kerala)",Other
3775,Building and Other Construction Workers (Regulation of  Employment and Conditions of  Service) Act,Other
3776,Building and Other Construction Workers (Regulation of  Employment and Conditions of  Service) Act 1,Other
3783,"Building and Other construction workers Act, 1996",Other
3805,BureauofIndianStandardsAct,Other
3833,C.G. Excise Act,Other
3880,C.P code,Other
3882,C.P.C Act,Other
3883,C.P.C.,Other
3884,C.P.C. CASES,Other
3887,C.P.C.- Interlocutory Order,Other
3888,C.P.C.- Non-Interlocutory Order,Other
3897,"CABLE TELEVISION - NETWORKS (REGULATION) ACT, 1995",Other
3899,"CABLE TELEVISION NETWORK REGISTRATION ACT, 1995",Other
3906,CANCELATION OF MARRIAGE,Other
3915,"CATTLE TRESPASS ACT, 1871",Other
3916,CATTLE TRESPASS Act,Other
3929,CERTIFICATE U/S 372 OF INDIAN SECTION ACT,Other
3933,CG KRISHAK PASHU PARIKSHAN ACT,Other
3968,"CHILD LABOUR (PROHIBITION & REGULATION) ACT,1986",Other
3983,CHILD MARRIAGE RESTRAINT ACT,Other
3998,"CHIT FUNDS ACT, 1982",Other
4006,CIGARETTE AND OTHER TOBACCO PRODUCTS ACTS 2003,Other
4010,CIMINAL PROCEDURE CODE,Other
4016,"CITIZENSHIP ACT, 1955",Other
4017,CITY POLICE ACT,Other
4094,COMPANIES ACT (HB),Other
4106,CONSTITUTION OF INDIA,Other
4107,CONSUMER PROTECTION ACT,Other
4116,"CONTEMPT OF COURTS ACT, 1971 ALONG WITH RULES TO REGULATE PROCEEDINGS FOR CONTEMPT OF THE SUPREME CO",Other
4117,CONTEMPT OF COURTS ACT1971,Other
4133,COPYRIGHT ACT,Other
4136,"COPYRIGHT ACT, 1957 ALONG WITH RULES, 1958 AND INTERNATIONAL COPYRIGHT ORDER, 1999",Other
4147,"COTTON GINNING & PRESSING FACTORIES ACT, 1925",Other
4149,COURT FEE  ACT,Other
4152,"COURT FEES ACT, 1870",Other
4174,CPF Rules,Other
4194,CRL.LAW AMENDEMENT ACT,Other
4207,Cable Television Networks (Regulation) Act,Other
4212,CableTelevisionNetworks(Regulation)Act,Other
4213,Calcutta High Court (Extension of Jurisdiction) Act,Other
4214,Calcutta High Court (Jurisdictional Limits) Act,Other
4219,Calcutta Pilots Act,Other
4221,"Calicut University (Conduct of Elections to Various Authorities or Bodies) First Statutes, 1975",Other
4222,"Calicut University (Registration of Graduates) 1st Statute, 1975",Other
4223,"Calicut University Act, 1975",Other
4233,Canon Law,Other
4236,Cantonment Act 1924  \,Other
4240,Cantonments (House Accommodation) Act,Other
4241,Cantonments Act,Other
4242,Cantonments Act 1924,Other
4243,CantonmentsAct,Other
4262,"Carriage of Goods by Sea Act, 1925",Other
4265,Carriers Act,Other
4267,"Carriers Act, 1865",Other
4269,Cases  \,Other
4276,"Cattle Trespass Act, 1961",Other
4289,Census Act,Other
4290,CensusAct,Other
4292,Central  Excises and Salt (Amendment) Act 1985,Other
4294,Central Advisory Council (Procedural) Rules,Other
4306,Central Excise Act,Other
4312,"Central Excise and Salt Act, 1944",Other
4314,Central Excises (Conversion to Metric Units) Act 1960,Other
4321,Central Industrial Security Force Act 1968,Other
4332,Central Provinces Court of Wards Act,Other
4338,Central Provinces Laws Act,Other
4349,"Central Sales Tax Act, 1956",Other
4355,CentralBoardsofRevenueAct,Other
4361,CentralLabourLawsAct,Other
4362,CentralReservePoliceForceAct,Other
4365,CentralSalesTaxAct,Other
4371,CessandOtherTaxesonMinerals(Validation)Act,Other
4385,"Charitable and Religious Trust Act, 1920",Other
4390,CharitableEndowmentsAct,Other
4391,CharitableandReligiousTrustsAct,Other
4392,Chartered Accountants Act,Other
4393,CharteredAccountantsAct,Other
4396,Chechak tika Adhiniyam 1968,Other
4399,ChemicalWeaponsConventionAct,Other
4440,Child Labour (Prohibition and Regulation) Act 1986,Other
4447,Child Labour Act  \,Other
4462,Child Marriage Act,Other
4472,Child Marriage Restraint Act 1929\,Other
4487,ChildLabour(ProhibitionandRegulation)Act,Other
4491,"Children Act, 1972 (Kerala)",Other
4492,"Children Act,(Bihar)",Other
4497,Children(PledgingofLabour)Act,Other
4500,Chit Funds Act,Other
4505,ChitFundsAct,Other
4507,"Chitties Act, 1975 (Kerala)",Other
4517,"Christian Marriage Act, 1872",Other
4541,"Cigarette and other Tobacco Products Act, 2003",Other
4545,"Cigarettes (Regulation of Production, Supply and  Distribution) Act",Other
4557,Cigarettes/TobaccoProductsAct,Other
4569,Cine-Workers Welfare Fund Act,Other
4574,Cine-WorkersWelfareCessAct,Other
4576,Cine-WorkersandCinemaTheatreWorkers(RegulationofEmployment)Act,Other
4581,"Cinemas (Regulation) Act, 1958 (Kerala)",Other
4586,Cinematograph Act,Other
4587,"Cinematograph Act, 1952",Other
4589,CinematographAct,Other
4597,CitizenshipAct,Other
4602,City of Bombay Municipal (Supplementary) Act,Other
4699,Co-operative Societies (amendment and Validation)Act,Other
4700,Co-operative Societies Act,Other
4703,Co-operative Societies Rules(Bihar),Other
4704,Co-operative Societies(Amaendment)Act(Bihar),Other
4705,Co-operativeSocietiesAct,Other
4715,Coal India (Regulation of Transfers and Validation) Act,Other
4716,Coal Mines (Conservation and Development) Act,Other
4717,Coal Mines (Conservation and Development) Act 1974,Other
4720,Coal Mines (Nationalisation) Act 1973,Other
4731,CoalBearingAreas(AcquisitionandDevelopment)AmendmentandValidationAct,Other
4733,CoastGuardAct,Other
4736,CoastalAquacultureAuthorityAct,Other
4737,Coasting Vessels Act,Other
4738,CoastingVesselsAct,Other
4739,"Cochin University Act, 1971 (Kerala)",Other
4740,Coconut Development Board Act,Other
4742,CoconutDevelopmentBoardAct,Other
4767,CoffeeAct,Other
4770,CoinageAct,Other
4772,"Coir Workers Welfare Fund Act, 1987 (Kerala)",Other
4782,Collection of Statistics Act,Other
4784,CollectionofStatisticsAct,Other
4786,"Colm. 376 , 506 of IPC",Other
4789,Commanders in Chief (Change in Designation) Act,Other
4810,CommissionofSati(Prevention)Act,Other
4812,"Commissions for Protection of Child Rights Act, 2006 2006",Other
4831,Companies Act  \,Other
4841,Companies(Amendment)Act,Other
4843,Companies(Profits)SurtaxAct,Other
4844,CompaniesAct,Other
4845,Company Act,Other
4846,Company Secretaries Act,Other
4848,"Compensation For Tenants Improvements Act, 1958 (Kerala)",Other
4853,CompetitionAct,Other
4873,"Conservation of Foreign Exchange and Prevention of Smuggling Activities Act, 1974",Other
4875,ConservationofForeignExchangeandPreventionofSmugglingActivitiesAct,Other
4883,ConsumerProtectionAct,Other
4889,Contempt Of Court Act,Other
4892,Contempt of Court  \,Other
4899,Contempt of Courts Act 1971,Other
4901,ContemptofCourtsAct,Other
4905,ContingencyFundofIndiaAct,Other
4907,ContinuanceofLegalProceedingsAct,Other
4908,Contonment Act 1924,Other
4952,ControlofNationalHighways(LandandTraffic)Act,Other
4959,"Cooperative Societies Act, 1969 (Kerala)",Other
4962,Copy Right Act,Other
4967,Copy right Act 1957,Other
4975,Copyright Act 1957  \,Other
4980,CopyrightAct,Other
4983,Corruption Act,Other
4984,Cost and Works Accountants Act,Other
4985,CostandWorksAccountantsAct,Other
4989,CottonCopraandVegetableOilsCess(Abolition)Act,Other
4995,Court Fees Act,Other
5008,Court-fees (Delhi Amendment) Act,Other
5013,Court-feesAct,Other
5048,Cr. P. C.,Other
5053,Cr. Pc,Other
5062,Credit Information Companies (Regulation) Act,Other
5064,CreditInformationCompanies(Regulation)Act,Other
5135,Crpc 279 I.P.C R/W 183 IMV,Other
5158,Customs Act,Other
5166,Customs(Amendment)Act,Other
5169,CustomsTariffAct,Other
5188,D.P.C. Act  \,Other
5199,D.V Act,Other
5213,DAMAGES/COMPENSATION,Other
5242,DISSOLUTION OF MUSLIM ACT,Other
5253,DMC ACT \,Other
5278,DOMESTIC VOILANCE ACT,Other
5292,"DOWRY PROHIBITION ACT, 1961 ALONG WITH RULES AND RELEVANT PROVISIONS OF IPC & EVIDENCE AND CRPC RELA",Other
5308,"DRUG (CONTROL) ACT, 1950",Other
5309,"DRUGS & COSMETICS ACT, 1940",Other
5316,DV ACT,Other
5328,Dadra and Nagar Haveli Act,Other
5329,Dadra and Nagar Haveli Value Added Tax (Amendment) Regulation,Other
5331,Dakaiti Aur Vyapharan Prabhavit Kshetra Adhiniyam 1981,Other
5338,Damages  \,Other
5348,DangerousMachines(Regulation)Act,Other
5379,Decrees and Orders Validating Act,Other
5380,DecreesandOrdersValidatingAct,Other
5387,Dehra Dun,Other
5470,DelimitationAct,Other
5472,Delivery of Books and Newspapers (Public Libraries) Act,Other
5479,DentistsAct,Other
5483,Departmental Enquary  \,Other
5495,Depositories Act,Other
5498,DepositoriesAct,Other
5500,Design Act 1911,Other
5503,Designs Act 2000,Other
5507,DestructionofRecordsAct,Other
5516,Development Council (Procedural) Rules,Other
5525,Dindigul City Municipal Corporation Act 2013,Other
5534,Direct-TaxLaws(Misc.)RepealAct,Other
5535,DirectTaxLaws(Amendment)Act,Other
5541,DisasterManagementAct,Other
5547,Displaced Persons (Debts Adjustment) Act,Other
5551,DisplacedPersons(DebtsAdjustment)Act,Other
5561,Dissolution of Muslim Marriage Act,Other
5562,Dissolution of Muslim Marriage Act 1939,Other
5565,Dissolution of Muslim Marriages Act,Other
5567,"Dissolution of Muslim Marriages Act, 1939",Other
5570,Dissolution of firm  \,Other
5574,DissolutionofMuslimMarriagesAct,Other
5576,DistrictsAct,Other
5579,DisturbedAreas(SpecialCourts)Act,Other
5614,Domestic Violance Act,Other
5645,Domestic Voilence Act,Other
5648,"Domestic Voilence Act, 2005",Other
5690,Dowry Prohibition Act,Other
5693,Dowry Prohibition Act 1961,Other
5703,DowryProhibitionAct,Other
5706,DramaticPerformancesAct,Other
5720,Drugs (Control) Act 1950,Other
5734,Drugs and Cosmetics Act,Other
5735,Drugs and Cosmetics Act 1940,Other
5752,Drugs(Control)Act,Other
5753,DrugsandCosmeticsAct,Other
5754,DrugsandMagicRemedies(ObjectionableAdvertisements)Act,Other
5778,E.I. Act  \,Other
5801,EDUCATION ACT,Other
5822,"EMPLOYEES COMPENSATION ACT, 1923",Other
5835,"EMPLOYEES STATE INSURANCE ACT, 1948",Other
5843,ENTRY IN INDIA WITHOUT VALID PASSPORT 1950,Other
5845,ENVIRONMENT (PROTECTION) ACT,Other
5873,ESSENTIAL COMMODITIES ACT 1955,Other
5934,Easements (Extending Act 5 of 1882),Other
5935,"Easements Act, 1882",Other
5954,EconomicOffences(InapplicabilityofLimitation)Act,Other
5955,Edible Oil (Wholesale)Licensing  Dealer  Order(Bihar),Other
5961,Election Act,Other
5978,ElectionCommissionAct,Other
5979,ElectionLaws(ExtensiontoSikkim)Act,Other
5983,"Electricity (Supply) Act, 1948",Other
5985,Electricity Act,Other
5989,Electricity Act 2003,Other
5999,"Electricity Control  Order, State(Bihar)",Other
6013,Electricity(Temporary)Control Act,Other
6014,ElectricityAct,Other
6058,"Employees Provident Fund & Misc.Provisions Act,1952",Other
6078,Employees State Insurance Act\,Other
6083,Employees' Provident Funds and Miscellaneous  Provisions Act 1952,Other
6089,EmployeesProvidentFundsandMisc.Provisions(Amendment)Act,Other
6090,EmployeesStateInsurance(Amendment)Act,Other
6091,EmployeesStateInsuranceAct,Other
6095,EmployersLiabilityAct,Other
6103,Employment Exchanges (Compulsory Notification of Vacancies)  Act 1959,Other
6118,EnergyConservationAct,Other
6158,Equal Pay Act 1976,Other
6160,Equal Remuneration Act 1976,Other
6179,Essential Commodities (Special Provisions) Act,Other
6181,Essential Commodities Act,Other
6193,Essential Commodity Act 1955\,Other
6198,Essential Foodgrains Procurement Order(Bihar),Other
6209,EssentialCommoditiesAct,Other
6215,Esso (Acquisition of Undertakings in India) Act 1974,Other
6231,"Evidence Act, 1872",Other
6236,Examination Act,Other
6241,Exchange of Prisoners Act,Other
6243,ExchangeofPrisonersAct,Other
6248,Excise (Amaendment)Act (Bihar and Orissa),Other
6249,Excise (Amend. & validation) Act 1964,Other
6250,Excise (Amendment )Act,Other
6252,Excise (Malt Liquors) Act,Other
6253,Excise (Malt Liquors) Act 1890,Other
6254,Excise (Spirits) Act,Other
6257,Excise Act  (Bihar),Other
6260,Excise Act 1915,Other
6273,Excise act,Other
6299,Explosive Act 1884,Other
6315,Explosive Substances Act,Other
6317,Explosive Substances Act 1908,Other
6322,ExplosiveSubstancesAct,Other
6324,Explosives Act,Other
6325,Explosives Act 1884,Other
6335,Extradition Act,Other
6337,ExtraditionAct,Other
6345,FACTORIES ACT,Other
6347,"FACTORIES ACT, 1948",Other
6350,FAMILY COURT ACT,Other
6396,FOREIGN ACT,Other
6416,"FOREST (CONSERVATION) ACT, 1980",Other
6419,"FOREST ACT, 1927",Other
6443,FactoriesAct,Other
6445,Factory Act  \,Other
6455,Family Court Act 1984,Other
6459,Family Courts Act,Other
6461,"Family Courts Act, 1984",Other
6466,FamilyCourtsAct,Other
6473,Fatal Accidents Act,Other
6475,FatalAccidentsAct,Other
6534,Food Safety and Standards Act,Other
6535,Food Safety and Standards Act 2006,Other
6554,FoodCorporationsAct,Other
6555,FoodSafetyandStandardsAct,Other
6569,For enquiry,Other
6571,For fixation of boundary,Other
6573,For fixation of boundary and permanent prohibitory injunctiion,Other
6584,Foreign Exchange Management Act 1999,Other
6599,Foreign Recruiting Act,Other
6602,ForeignExchangeRegulationAct,Other
6605,ForeignRecruitingAct,Other
6611,Foreigners Act,Other
6613,Foreigners Act 1946  \,Other
6618,Foreigners National Act 1946,Other
6633,Forest Act,Other
6639,"Forest Act, 1961 (Kerala)",Other
6659,Forest(Conservation)Act,Other
6706,GAURDIAN  WARDS ACT,Other
6707,GAURDIAN AND WARDS ACT,Other
6709,"GENERAL CLAUSES ACT, 1897",Other
6722,GUARDIANS  WARDS ACT1890,Other
6850,"Gaeneral Clauses Act,(Bihar & Orissa)",Other
6863,Gambling Act,Other
6898,General Clauses Act,Other
6908,GeneralClausesAct,Other
6913,GeographicalIndicationsofGoods(RegistrationandProtection)Act,Other
6997,GovernmentBuildingsAct,Other
6998,GovernmentGrantsAct,Other
7010,Gram Nyayalayas Act 2009,Other
7027,Guardian Wards Act,Other
7035,"Guardian and Wards Act, 1890\",Other
7045,Guardians and Wards Act,Other
7046,Guardians and Wards Act 1890,Other
7054,Gudalur Janmam Estates (Abolition and Conversion into Ryotwari) Act,Other
7080,"HANDLOOMS [ RESERVATION OF ARTICLES FOR PRODUCTION ] ACT, 1985",Other
7090,HINDU ADOPTION  MAINTAINANCE ACT,Other
7093,HINDU ADOPTION AND MAINTENENCE ACT,Other
7096,HINDU ADOPTIONS AND MAINTENANCE ACT,Other
7114,"HINDU MARRIAGE ACT, 1955",Other
7121,HINDU MINORITY   WARDS ACT,Other
7122,"HINDU MINORITY & GUARDIANSHIP ACT, 1956",Other
7131,"HINDU SUCCESSION ACT, 1956",Other
7132,"HIRE-PURCHASE ACT, 1972 ALONG WITH HIRE-PURCHASE (REPEAL) ACT, 2005",Other
7135,HM (Hindu Marriage) Act,Other
7152,HYDERABAD MUNICIPAL CORPORATION ACT,Other
7162,Handlooms(ReservationofArticlesforProduction)Act,Other
7247,Hindu Adoption & Maintenance Act 1956\,Other
7249,Hindu Adoption Act,Other
7251,Hindu Adoption and Maintenanace Act,Other
7256,Hindu Adoptions and Maintenance Act 1956,Other
7266,Hindu Inheritance (Removal of Disabilities) Act 1928,Other
7271,Hindu Maintenance and Adoption Act,Other
7276,Hindu Marriage Act,Other
7286,Hindu Marriage Act 1956,Other
7297,Hindu Marriages (Validation of Proceedings) Act,Other
7313,Hindu Minority and Guardianship Act,Other
7323,"Hindu Religious and Charitable Endowments Act, 1959",Other
7325,Hindu Succession Act,Other
7326,Hindu Succession Act 1925,Other
7342,HinduAdoptionsandMaintenanceAct,Other
7344,HinduGainsofLearningAct,Other
7346,HinduMarriageAct,Other
7352,"Hire Purchase Act, 1972",Other
7382,I,Other
7400,I.E. ACT,Other
7405,I.M.C. Act  \,Other
7416,I.P.C(Police),Other
7433,I.T.ACT,Other
7447,"IDENTIFICATION OF PRISONERS ACT, 1920",Other
7453,IMMORAL TRAFFIC (PREVENTION) ACT,Other
7454,"IMMORAL TRAFFIC (PREVENTION) ACT, 1956",Other
7469,IMV Act,Other
7474,INCOME TAX ACT 1961,Other
7479,"INDECENT REPRESENTATION OF WOMEN ACT, 1986",Other
7483,INDIAN ARMS ACT,Other
7497,INDIAN EVIDENCE ACT,Other
7526,INDIAN PASSPORT ACT,Other
7530,INDIAN RAILWAY ACT,Other
7533,INDIAN STAMP ACT,Other
7537,INDIAN SUCCESSION ACT,Other
7547,INDIAN TRADE AND MERCHANDISE ACT,Other
7549,INDIAN TRUST ACT,Other
7565,INDUSTRIAL DISPUTES (REDRESSEL) ACT 1947,Other
7577,INFORMATION TECHNOLOGY ACT,Other
7590,"INSECTICIDES ACT, 1968",Other
7604,"INTEREST ACT, 1978",Other
7610,IPC  Indian Penal Code,Other
7625,IPC cases,Other
7629,ISLAMIC LAW,Other
7636,IT Act,Other
7641,ITP Act 1956,Other
7649,IdentificationofPrisonersAct,Other
7664,Immoral Traffic Act,Other
7676,ImmoralTraffic(Prevention)Act,Other
7681,Import & Export (Control) Act 1947,Other
7683,Import & Export Act  \,Other
7699,Income Tax Act  \,Other
7707,Income-taxAct,Other
7724,IndecentRepresentationofWomen(Prohibition)Act,Other
7737,Indian Arms Act 1959 \,Other
7763,Indian Copyright Act,Other
7767,Indian Diverce Act,Other
7777,Indian Easements Act,Other
7782,Indian Electricity Act,Other
7790,Indian Evidence Act 1872,Other
7792,Indian Explosive Act,Other
7794,Indian Explosives  Amendment  Act,Other
7806,Indian Fertilizers Act,Other
7812,Indian Forest Act,Other
7814,Indian Forest Act 1927,Other
7856,Indian Motor Vehicle act,Other
7871,Indian Official Secrets Act 1923\,Other
7874,Indian Partnership Act 1932,Other
7881,Indian Penal Cod IPC,Other
7890,Indian Ports Act,Other
7900,Indian Railway Board  Act,Other
7921,Indian Stamp Act 1899,Other
7934,"Indian Succession Act, 1925",Other
7937,Indian Succession Act/Hindu Succession Act,Other
7943,Indian Telegraph Act,Other
7946,"Indian Telegraph Act,1855  \",Other
7966,Indian Trusts Act,Other
7989,IndianBarCouncilsAct,Other
7996,IndianEvidenceAct,Other
7997,IndianFisheriesAct,Other
7998,IndianForestAct,Other
8000,IndianMedicalCouncilAct,Other
8004,IndianNavalArmamentAct,Other
8005,IndianNursingCouncilAct,Other
8006,IndianPartnershipAct,Other
8007,IndianPortsAct,Other
8008,IndianPostOfficeAct,Other
8009,IndianRailwayBoardAct,Other
8013,IndianSecuritiesAct,Other
8014,IndianShortTitlesAct,Other
8016,IndianStampAct,Other
8017,IndianSuccessionAct,Other
8028,Indo-TibetanBorderPoliceForceAct,Other
8034,Industrial Dispute Act,Other
8035,Industrial Dispute Act 1947,Other
8043,Industrial Disputes Act,Other
8046,Industrial Disputes Act 1947,Other
8057,Industrial Employment (Standing Orders) Act 1946,Other
8077,Industrial Relations Act 1960,Other
8081,IndustrialDisputes(AmendmentandMisc.Provisions)Act,Other
8087,Industries(DevelopmentandRegulation)Act,Other
8115,Injuctions-Both Permanent and Mandatory\,Other
8121,Inland Waterways Authority of India Act 1985,Other
8126,Insecticide Act 1968,Other
8133,Insecticides Act,Other
8137,InsecticidesAct,Other
8148,"Insolvency Act, 1956 (Kerala)",Other
8163,InsuranceAct,Other
8166,IntelligenceOrganisations(RestrictiononRights)Act,Other
8185,Inter-State Corporation Act 1957,Other
8202,Interest-taxAct,Other
8203,InterestAct,Other
8216,"Iron Ore Mines, Manganese Ore Mines and Chrome Ore Mines Labour Welfare Cess Act",Other
8219,Irrigation Act (Maharashtra),Other
8264,"JUVENILE JUSTICE (CARE & PROTECTION) ACT, 2000",Other
8265,JUVENILE JUSTICE (CARE AND PROTECTION OF CHILDREN) ACT,Other
8266,"JUVENILE JUSTICE (CARE AND PROTECTION OF CHILDREN) ACT, 2000",Other
8305,"Jharkhand Bovine Animal Prohibition of Slaughter Act, 2005",Other
8366,Jk Special Relief Act,Other
8411,Juvenile Justice Act,Other
8441,K.E. Act,Other
8462,K.P.ACT,Other
8465,K.P.M.E Act,Other
8470,K.S and C.E Act,Other
8852,Karnataka Excise Act,Other
8872,Karnataka Highways Act,Other
8942,Karnataka Police Act,Other
9071,Keral Motor Vehicles Act,Other
9086,Kerala Court Fee Act,Other
9088,Kerala Forest Act,Other
9135,Kerala Motor Vehicles Act,Other
9142,Kerala Panchayath Raj Act  \,Other
9214,Kerala conservation of Paddy Land & Wetland Act 2008.,Other
9222,Kerala motor spirit and high speed diesel oil order 1979,Other
9242,Khaddar(ProtectionofName)Act,Other
9287,LABOUR ACT,Other
9293,"LAND ACQUISITION (A.P. AMENDMENT) ACT, 1953",Other
9300,LAND GRABBING ACT U/S 7(A) OF APLG ACT,Other
9310,"LEGAL METROLOGY AC T , 2009",Other
9316,"LEGAL SERVICES AUTHORITIES  ACT, 1987",Other
9317,LEGAL SERVICES AUTHORITIES ACT,Other
9321,"LIMITATION ACT, 1963",Other
9323,LIMITATION ACT1963,Other
9332,"LOTTERIES REGULATION ACT, 1998",Other
9349,Labour Laws (Amendment) and Miscellaneous provisions Act 1981,Other
9350,Labour Laws (Exemption from Furnishing Returns and  Maintaining Registers by certain Establishments),Other
9361,Labour act 1970,Other
9362,LabourLawsAct,Other
9372,Land Acquisition (Amendment and Validation) Act,Other
9373,"Land Acquisition (Amendment and Validation) Act, 1967",Other
